App:[caches],NumThreads:[0],AppSize:[7264],Time:[21.8819], TimeUnits:[Cycles Per Iteration],NumIterations:[4580],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7264],Time:[21.7513], TimeUnits:[Cycles Per Iteration],NumIterations:[4600],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7264],Time:[21.7035], TimeUnits:[Cycles Per Iteration],NumIterations:[4610],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[42.9079], TimeUnits:[Cycles Per Iteration],NumIterations:[4200],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.6581], TimeUnits:[Cycles Per Iteration],NumIterations:[4420],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.7766], TimeUnits:[Cycles Per Iteration],NumIterations:[4400],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.924], TimeUnits:[Cycles Per Iteration],NumIterations:[4370],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.762], TimeUnits:[Cycles Per Iteration],NumIterations:[4400],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.31], TimeUnits:[Cycles Per Iteration],NumIterations:[4490],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.4578], TimeUnits:[Cycles Per Iteration],NumIterations:[4460],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.7995], TimeUnits:[Cycles Per Iteration],NumIterations:[4390],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.8753], TimeUnits:[Cycles Per Iteration],NumIterations:[4380],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[7616],Time:[22.4617], TimeUnits:[Cycles Per Iteration],NumIterations:[4460],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.4974], TimeUnits:[Cycles Per Iteration],NumIterations:[4260],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.1731], TimeUnits:[Cycles Per Iteration],NumIterations:[4320],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.5515], TimeUnits:[Cycles Per Iteration],NumIterations:[4250],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.3646], TimeUnits:[Cycles Per Iteration],NumIterations:[4290],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.1219], TimeUnits:[Cycles Per Iteration],NumIterations:[4330],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[22.8425], TimeUnits:[Cycles Per Iteration],NumIterations:[4380],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.7843], TimeUnits:[Cycles Per Iteration],NumIterations:[4210],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.6318], TimeUnits:[Cycles Per Iteration],NumIterations:[4240],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.7476], TimeUnits:[Cycles Per Iteration],NumIterations:[4220],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8000],Time:[23.2865], TimeUnits:[Cycles Per Iteration],NumIterations:[4300],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.439], TimeUnits:[Cycles Per Iteration],NumIterations:[4100],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.7096], TimeUnits:[Cycles Per Iteration],NumIterations:[4050],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.5586], TimeUnits:[Cycles Per Iteration],NumIterations:[4080],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.8521], TimeUnits:[Cycles Per Iteration],NumIterations:[4030],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[25.1485], TimeUnits:[Cycles Per Iteration],NumIterations:[3980],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.4351], TimeUnits:[Cycles Per Iteration],NumIterations:[4100],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.799], TimeUnits:[Cycles Per Iteration],NumIterations:[4040],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.9554], TimeUnits:[Cycles Per Iteration],NumIterations:[4010],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.3036], TimeUnits:[Cycles Per Iteration],NumIterations:[4120],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8416],Time:[24.5431], TimeUnits:[Cycles Per Iteration],NumIterations:[4080],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.3303], TimeUnits:[Cycles Per Iteration],NumIterations:[3800],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.3089], TimeUnits:[Cycles Per Iteration],NumIterations:[3810],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[25.7954], TimeUnits:[Cycles Per Iteration],NumIterations:[3880],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.0057], TimeUnits:[Cycles Per Iteration],NumIterations:[3850],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.428], TimeUnits:[Cycles Per Iteration],NumIterations:[3790],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.2298], TimeUnits:[Cycles Per Iteration],NumIterations:[3820],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.3305], TimeUnits:[Cycles Per Iteration],NumIterations:[3800],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.5671], TimeUnits:[Cycles Per Iteration],NumIterations:[3770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.578], TimeUnits:[Cycles Per Iteration],NumIterations:[3770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[8832],Time:[26.3374], TimeUnits:[Cycles Per Iteration],NumIterations:[3800],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.1558], TimeUnits:[Cycles Per Iteration],NumIterations:[3690],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.7283], TimeUnits:[Cycles Per Iteration],NumIterations:[3610],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.421], TimeUnits:[Cycles Per Iteration],NumIterations:[3660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.0251], TimeUnits:[Cycles Per Iteration],NumIterations:[3710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.2918], TimeUnits:[Cycles Per Iteration],NumIterations:[3670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.3872], TimeUnits:[Cycles Per Iteration],NumIterations:[3660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.116], TimeUnits:[Cycles Per Iteration],NumIterations:[3690],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.3063], TimeUnits:[Cycles Per Iteration],NumIterations:[3670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[27.0573], TimeUnits:[Cycles Per Iteration],NumIterations:[3700],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9248],Time:[53.426], TimeUnits:[Cycles Per Iteration],NumIterations:[3230],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.6716], TimeUnits:[Cycles Per Iteration],NumIterations:[3490],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.3697], TimeUnits:[Cycles Per Iteration],NumIterations:[3530],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.4554], TimeUnits:[Cycles Per Iteration],NumIterations:[3520],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[228.17], TimeUnits:[Cycles Per Iteration],NumIterations:[440],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.5943], TimeUnits:[Cycles Per Iteration],NumIterations:[3500],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.2853], TimeUnits:[Cycles Per Iteration],NumIterations:[3540],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[29.0545], TimeUnits:[Cycles Per Iteration],NumIterations:[3450],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[29.1221], TimeUnits:[Cycles Per Iteration],NumIterations:[3440],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.7043], TimeUnits:[Cycles Per Iteration],NumIterations:[3490],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[9728],Time:[28.4239], TimeUnits:[Cycles Per Iteration],NumIterations:[3520],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.7326], TimeUnits:[Cycles Per Iteration],NumIterations:[3370],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[244.939], TimeUnits:[Cycles Per Iteration],NumIterations:[410],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.4468], TimeUnits:[Cycles Per Iteration],NumIterations:[3400],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.8794], TimeUnits:[Cycles Per Iteration],NumIterations:[3350],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[30.0502], TimeUnits:[Cycles Per Iteration],NumIterations:[3330],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.9907], TimeUnits:[Cycles Per Iteration],NumIterations:[3340],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.6349], TimeUnits:[Cycles Per Iteration],NumIterations:[3380],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[30.0144], TimeUnits:[Cycles Per Iteration],NumIterations:[3340],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.4315], TimeUnits:[Cycles Per Iteration],NumIterations:[3400],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10208],Time:[29.7754], TimeUnits:[Cycles Per Iteration],NumIterations:[3370],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.0783], TimeUnits:[Cycles Per Iteration],NumIterations:[3220],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.0764], TimeUnits:[Cycles Per Iteration],NumIterations:[3220],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.2364], TimeUnits:[Cycles Per Iteration],NumIterations:[3210],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[30.715], TimeUnits:[Cycles Per Iteration],NumIterations:[3260],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.247], TimeUnits:[Cycles Per Iteration],NumIterations:[3210],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.0755], TimeUnits:[Cycles Per Iteration],NumIterations:[3220],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.1713], TimeUnits:[Cycles Per Iteration],NumIterations:[3210],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[30.7276], TimeUnits:[Cycles Per Iteration],NumIterations:[3260],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[31.0632], TimeUnits:[Cycles Per Iteration],NumIterations:[3230],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[10720],Time:[30.8836], TimeUnits:[Cycles Per Iteration],NumIterations:[3240],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.9856], TimeUnits:[Cycles Per Iteration],NumIterations:[3130],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.6489], TimeUnits:[Cycles Per Iteration],NumIterations:[3170],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[32.3365], TimeUnits:[Cycles Per Iteration],NumIterations:[3100],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[32.022], TimeUnits:[Cycles Per Iteration],NumIterations:[3130],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.6785], TimeUnits:[Cycles Per Iteration],NumIterations:[3160],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[32.4269], TimeUnits:[Cycles Per Iteration],NumIterations:[3090],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.9338], TimeUnits:[Cycles Per Iteration],NumIterations:[3140],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.9923], TimeUnits:[Cycles Per Iteration],NumIterations:[3130],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[32.0428], TimeUnits:[Cycles Per Iteration],NumIterations:[3130],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11264],Time:[31.8694], TimeUnits:[Cycles Per Iteration],NumIterations:[3140],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[33.0502], TimeUnits:[Cycles Per Iteration],NumIterations:[3030],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.6192], TimeUnits:[Cycles Per Iteration],NumIterations:[3070],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[33.0614], TimeUnits:[Cycles Per Iteration],NumIterations:[3030],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.5912], TimeUnits:[Cycles Per Iteration],NumIterations:[3070],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[33.0086], TimeUnits:[Cycles Per Iteration],NumIterations:[3040],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.7706], TimeUnits:[Cycles Per Iteration],NumIterations:[3060],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[33.0782], TimeUnits:[Cycles Per Iteration],NumIterations:[3030],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.9171], TimeUnits:[Cycles Per Iteration],NumIterations:[3040],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.8711], TimeUnits:[Cycles Per Iteration],NumIterations:[3050],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[11808],Time:[32.5581], TimeUnits:[Cycles Per Iteration],NumIterations:[3080],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.7495], TimeUnits:[Cycles Per Iteration],NumIterations:[2970],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.6768], TimeUnits:[Cycles Per Iteration],NumIterations:[2980],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.5445], TimeUnits:[Cycles Per Iteration],NumIterations:[2990],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.8084], TimeUnits:[Cycles Per Iteration],NumIterations:[2960],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.7731], TimeUnits:[Cycles Per Iteration],NumIterations:[2970],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.7798], TimeUnits:[Cycles Per Iteration],NumIterations:[2970],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.4729], TimeUnits:[Cycles Per Iteration],NumIterations:[2990],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.3126], TimeUnits:[Cycles Per Iteration],NumIterations:[3010],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.7249], TimeUnits:[Cycles Per Iteration],NumIterations:[2970],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[12416],Time:[33.5515], TimeUnits:[Cycles Per Iteration],NumIterations:[2990],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.2928], TimeUnits:[Cycles Per Iteration],NumIterations:[2920],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.4117], TimeUnits:[Cycles Per Iteration],NumIterations:[2910],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.3976], TimeUnits:[Cycles Per Iteration],NumIterations:[2910],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.2846], TimeUnits:[Cycles Per Iteration],NumIterations:[2920],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.4457], TimeUnits:[Cycles Per Iteration],NumIterations:[2910],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.4959], TimeUnits:[Cycles Per Iteration],NumIterations:[2910],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.6758], TimeUnits:[Cycles Per Iteration],NumIterations:[2890],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.1119], TimeUnits:[Cycles Per Iteration],NumIterations:[2940],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.2986], TimeUnits:[Cycles Per Iteration],NumIterations:[2920],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13024],Time:[34.5586], TimeUnits:[Cycles Per Iteration],NumIterations:[2900],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[34.8045], TimeUnits:[Cycles Per Iteration],NumIterations:[2880],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.1702], TimeUnits:[Cycles Per Iteration],NumIterations:[2850],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.0178], TimeUnits:[Cycles Per Iteration],NumIterations:[2860],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[34.7972], TimeUnits:[Cycles Per Iteration],NumIterations:[2880],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.2011], TimeUnits:[Cycles Per Iteration],NumIterations:[2850],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[34.8676], TimeUnits:[Cycles Per Iteration],NumIterations:[2870],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.1782], TimeUnits:[Cycles Per Iteration],NumIterations:[2850],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.1632], TimeUnits:[Cycles Per Iteration],NumIterations:[2850],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[34.8819], TimeUnits:[Cycles Per Iteration],NumIterations:[2870],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[13664],Time:[35.3894], TimeUnits:[Cycles Per Iteration],NumIterations:[2830],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.6007], TimeUnits:[Cycles Per Iteration],NumIterations:[2820],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.9308], TimeUnits:[Cycles Per Iteration],NumIterations:[2790],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.4053], TimeUnits:[Cycles Per Iteration],NumIterations:[2830],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.9613], TimeUnits:[Cycles Per Iteration],NumIterations:[2790],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.7043], TimeUnits:[Cycles Per Iteration],NumIterations:[2810],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.4954], TimeUnits:[Cycles Per Iteration],NumIterations:[2820],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.6409], TimeUnits:[Cycles Per Iteration],NumIterations:[2810],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.5546], TimeUnits:[Cycles Per Iteration],NumIterations:[2820],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.4205], TimeUnits:[Cycles Per Iteration],NumIterations:[2830],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[14368],Time:[35.3608], TimeUnits:[Cycles Per Iteration],NumIterations:[2830],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.3895], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.3887], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.018], TimeUnits:[Cycles Per Iteration],NumIterations:[2780],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.1477], TimeUnits:[Cycles Per Iteration],NumIterations:[2770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[35.9613], TimeUnits:[Cycles Per Iteration],NumIterations:[2790],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.4018], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.1718], TimeUnits:[Cycles Per Iteration],NumIterations:[2770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.1245], TimeUnits:[Cycles Per Iteration],NumIterations:[2770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.144], TimeUnits:[Cycles Per Iteration],NumIterations:[2770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15072],Time:[36.256], TimeUnits:[Cycles Per Iteration],NumIterations:[2770],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.4727], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.4611], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.652], TimeUnits:[Cycles Per Iteration],NumIterations:[2730],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.6142], TimeUnits:[Cycles Per Iteration],NumIterations:[2740],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.6861], TimeUnits:[Cycles Per Iteration],NumIterations:[2730],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.5814], TimeUnits:[Cycles Per Iteration],NumIterations:[2740],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.4007], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.4811], TimeUnits:[Cycles Per Iteration],NumIterations:[2750],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.569], TimeUnits:[Cycles Per Iteration],NumIterations:[2740],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[15808],Time:[36.7374], TimeUnits:[Cycles Per Iteration],NumIterations:[2730],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.8798], TimeUnits:[Cycles Per Iteration],NumIterations:[2720],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.7568], TimeUnits:[Cycles Per Iteration],NumIterations:[2730],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[37.021], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.9354], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.9531], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.9731], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[37.0089], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[37.0177], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.7454], TimeUnits:[Cycles Per Iteration],NumIterations:[2730],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[16608],Time:[36.9989], TimeUnits:[Cycles Per Iteration],NumIterations:[2710],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4313], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4541], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.3022], TimeUnits:[Cycles Per Iteration],NumIterations:[2690],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4302], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4269], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.3082], TimeUnits:[Cycles Per Iteration],NumIterations:[2690],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4835], TimeUnits:[Cycles Per Iteration],NumIterations:[2670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.3966], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.4422], TimeUnits:[Cycles Per Iteration],NumIterations:[2680],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[17440],Time:[37.2554], TimeUnits:[Cycles Per Iteration],NumIterations:[2690],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.6959], TimeUnits:[Cycles Per Iteration],NumIterations:[2660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.638], TimeUnits:[Cycles Per Iteration],NumIterations:[2660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.573], TimeUnits:[Cycles Per Iteration],NumIterations:[2670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.8751], TimeUnits:[Cycles Per Iteration],NumIterations:[2650],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.4805], TimeUnits:[Cycles Per Iteration],NumIterations:[2670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.7139], TimeUnits:[Cycles Per Iteration],NumIterations:[2660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.5966], TimeUnits:[Cycles Per Iteration],NumIterations:[2670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.7004], TimeUnits:[Cycles Per Iteration],NumIterations:[2660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.5434], TimeUnits:[Cycles Per Iteration],NumIterations:[2670],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[18304],Time:[37.7154], TimeUnits:[Cycles Per Iteration],NumIterations:[2660],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[38.2874], TimeUnits:[Cycles Per Iteration],NumIterations:[2620],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[37.8819], TimeUnits:[Cycles Per Iteration],NumIterations:[2650],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[38.0386], TimeUnits:[Cycles Per Iteration],NumIterations:[2640],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[38.0825], TimeUnits:[Cycles Per Iteration],NumIterations:[2630],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[37.7709], TimeUnits:[Cycles Per Iteration],NumIterations:[2650],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[38.0015], TimeUnits:[Cycles Per Iteration],NumIterations:[2640],RunType:[0]
App:[caches],NumThreads:[0],AppSize:[19232],Time:[37.9057], TimeUnits:[Cycles Per Iteration],NumIterations:[2640],RunType:[0]
